SEASON,PLAYER,TEAM,G,GS,MIN,PTS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,PF
2023-24,Elle Evans,North Dakota St.,32,32,31.5,15.5,5.3,11.3,47.20%,3.1,6.5,48.30%,2.2,4.8,45.80%,2.7,3,91.60%,1.2,3.7,4.8,1.8,2.4,0.9,0.9,1.8
2023-24,Madison Conner,TCU,26,26,35.4,19.1,6,15.8,38.00%,2.3,6.3,37.40%,3.7,9.5,38.50%,3.4,4.1,84.00%,0.6,4.1,4.7,3,2.9,1.2,0.3,2.7
2023-24,Samora Watson,Central Conn. St.,29,28,33.6,17.1,6.6,16.3,40.20%,5.9,14.4,41.10%,0.6,1.9,32.70%,3.3,4.5,74.60%,1.4,4.2,5.6,2.3,3.1,1.4,0.2,2.5
2023-24,Leah Earnest,Valparaiso,30,30,31,16.5,6,12.7,47.10%,5,9.4,53.70%,1,3.4,28.70%,3.5,4.6,75.50%,1.6,5.5,7.1,2.7,3.3,1.2,0.3,2.5
2023-24,Kelsey Ransom,Georgetown,35,35,35.6,14.1,5.2,13.6,38.10%,4.6,10.7,42.70%,0.6,2.9,21.00%,3.2,4.2,75.00%,1.1,3.5,4.6,4.3,3.5,2.2,0.4,2.9
2023-24,Mikaylah Williams,LSU,34,33,32,14.5,5.5,11.6,47.10%,3.8,7.2,52.70%,1.7,4.4,38.00%,1.9,2.4,78.00%,1.4,3.5,4.9,2.9,2.4,1.2,0.3,2.3
2023-24,Nyah Wilson,New Mexico,31,31,31.9,15.8,5.5,13.2,41.70%,4.6,10.6,43.30%,0.9,2.6,35.40%,3.8,5.2,73.50%,1,3.5,4.5,2.1,2.4,1.3,0.2,2.4
2023-24,Hannah Stuelke,Iowa,35,32,24.5,14,5.6,8.9,62.70%,5.5,8.7,63.00%,0.1,0.2,50.00%,2.7,4.3,62.90%,2.7,3.9,6.6,1.2,1.7,0.7,0.5,2.6
2023-24,Antwainette Walker,Eastern Ky.,27,27,31.6,18.1,6.7,17.3,38.50%,5.3,12.6,41.90%,1.4,4.8,29.50%,3.4,4.1,82.70%,1.4,4.6,6.1,1.3,3.5,1.9,0.1,1.8
2023-24,Abbey Ellis,Purdue,34,34,31.4,14.4,5.1,12.3,42.00%,3.8,7.9,47.80%,1.4,4.4,31.50%,2.7,3.2,85.20%,1.1,2.7,3.8,2.2,1.9,1.3,0.1,1.9
2023-24,Maddy Westbeld,Notre Dame,34,34,33.2,14.4,5.8,12.6,45.80%,4.6,9.5,48.80%,1.1,3.1,36.80%,1.7,2.2,78.40%,2.2,6.5,8.7,1.7,2.1,1.5,1.1,3
2023-24,Kymora Johnson,Virginia,32,32,31.2,15.3,5.8,13.9,41.30%,3.9,8,48.40%,1.9,5.9,31.70%,1.9,2.3,81.30%,0.8,3.8,4.7,5.4,2.8,1.8,0.3,1.9
2023-24,Tommisha Lampkin,North Texas,31,31,28.7,15.7,6.4,10.5,61.40%,6.4,10.4,61.80%,0,0.1,0.00%,2.9,5.3,54.90%,3.3,4.5,7.8,0.9,2.3,0.9,1.2,2.9
2023-24,Lex Therien,Loyola Maryland,31,31,30.1,15.7,6.6,11.9,55.40%,6.5,11.5,56.60%,0.1,0.5,26.70%,2.4,3.4,71.20%,2.3,8.4,10.7,1.9,2.5,1.5,0.2,3.3
2023-24,Makayla Timpson,Florida St.,34,34,29.8,14.3,6.1,10.8,56.40%,6.1,10.7,56.60%,0,0.1,33.30%,2.1,3,71.30%,3.5,6.6,10.1,0.4,1.3,1.4,2.5,2.3
2023-24,Amber Scalia,St. Thomas (MN),29,29,33.7,16.8,5.2,12.8,40.80%,3.3,7.1,46.30%,1.9,5.7,33.90%,4.4,5.3,83.80%,0.4,2.4,2.8,2.7,3.3,1.1,0.2,2.1
2023-24,Morgan Maly,Creighton,32,32,30.4,15.2,5.6,12.6,44.10%,3.4,6.3,53.50%,2.2,6.3,34.70%,1.9,2.1,88.20%,0.9,5.6,6.5,2.4,1.5,0.8,0.7,2.1
2023-24,Romi Levy,South Fla.,33,28,28.5,14.7,5.7,13.2,43.00%,4.6,10,45.80%,1.1,3.2,34.60%,2.2,3,72.00%,0.9,3.8,4.8,2.2,1.6,0.8,0.9,1.4
2023-24,DeAnna Wilson,Illinois St.,32,32,26.5,15.1,5.5,11.5,47.60%,5.4,11.1,48.50%,0.1,0.4,23.10%,4.1,5.4,75.70%,2.6,4.7,7.3,0.7,2.1,0.9,0.8,3
2023-24,Jasmine Gayles,San Francisco,29,29,34.8,16.7,5.4,14.7,37.00%,3.5,8.2,42.70%,1.9,6.5,29.80%,3.8,5.4,70.70%,0.5,3.6,4.1,2.4,3.3,1,0,1.8
2023-24,Aaliyah Alexander,Eastern Wash.,33,33,30.1,14.6,5.2,12.4,41.60%,3.9,8.8,43.80%,1.3,3.5,35.90%,3,4,75.80%,1.4,3.5,4.9,1.4,2.2,0.9,0.1,1.9
2023-24,Genesis Bryant,Illinois,34,34,34.1,14.2,4.8,12,40.10%,2.9,6.5,44.80%,1.9,5.5,34.60%,2.6,3.1,84.00%,0.4,2.8,3.1,3.2,2.6,1.2,0.1,2.4
2023-24,Bella Smuda,Liberty,32,32,29.1,15,5.9,10.2,58.20%,5.9,10.1,58.30%,0,0,0.00%,3.2,4.4,73.60%,3.4,6.5,9.9,1.5,2.2,0.6,2.3,2.1
2023-24,Aaliyah Nye,Alabama,34,34,31.4,14.1,5,12,41.50%,1.8,4.4,41.20%,3.2,7.6,41.70%,1,1.4,70.80%,0.6,2.5,3.1,1.3,1.4,1.8,0.4,1.6
2023-24,Gia Adams,UT Arlington,33,33,32.3,14.5,5.3,11.8,45.00%,3.8,7.8,49.20%,1.5,4.1,37.00%,2.4,2.9,82.10%,0.5,2.5,2.9,3.3,1.9,1.5,0.2,2.6
2023-24,Taleyah Jones,Oral Roberts,28,28,33.8,17.1,6.2,14.4,43.20%,5,10.3,48.30%,1.3,4.1,30.40%,3.4,4.1,84.20%,1.7,1.5,3.2,1.4,2.1,1.7,0.1,2
2023-24,Lauren Bevis,High Point,30,30,33.4,15.9,4.8,11.7,40.90%,2.3,5,46.40%,2.4,6.6,36.70%,4,4.4,90.20%,0.5,2.8,3.3,1,1.9,1,0.2,1.4
2023-24,Meghan Andersen,Fairfield,32,31,28.5,14.9,5.8,11.5,50.70%,3.8,5.9,64.60%,2,5.6,36.10%,1.2,1.5,83.00%,1.6,3.5,5.1,1.5,1.7,1.3,1.4,2
2023-24,Jessika Carter,Mississippi St.,32,31,31.4,14.9,6.3,11.9,52.80%,6.3,11.8,53.00%,0,0.1,0.00%,2.3,3.4,68.20%,3.2,6.7,9.9,1.1,2.4,0.7,1.7,2.6
2023-24,Julia Ayrault,Michigan St.,31,29,25.3,15.4,5.8,11.4,50.80%,4.5,7.8,58.30%,1.3,3.6,34.80%,2.5,3.3,75.70%,1.1,6.1,7.3,2.3,1.4,1.3,2.1,2.8
2023-24,Heaven Hamling,North Dakota St.,32,32,32,14.9,5.1,12.5,40.90%,3,6.8,44.30%,2.1,5.6,36.70%,2.6,3.2,83.20%,1,4.1,5.1,2.8,2,1.7,0.1,2.2
2023-24,Reagan Bass,Akron,29,29,35.1,16.4,5.7,11.8,48.20%,5.3,10.5,50.50%,0.4,1.3,29.70%,4.7,5.9,78.50%,2.8,7.2,9.9,1.1,2.9,0.9,0.8,2
2023-24,Aaronette Vonleh,Colorado,34,34,24.6,14,5.9,10.8,54.90%,5.9,10.6,55.80%,0,0.2,12.50%,2.1,3.3,62.80%,1.7,3.4,5.2,1.4,1.6,1,1.1,2.5
2023-24,Sisi Eleko,Canisius,30,29,30.4,15.9,5.8,11.7,49.10%,5.2,10.4,49.80%,0.6,1.3,43.60%,3.8,5.1,73.90%,2.8,7.8,10.6,1.2,3.6,0.6,0.3,3
2023-24,Makayia Hallmon,Troy,31,31,29.1,15.3,5.6,15.2,37.20%,4.3,10.4,41.70%,1.3,4.8,27.30%,2.7,3.4,79.20%,0.5,2.3,2.8,1.8,1.8,1,0.1,2.7
2023-24,Charisma Osborne,UCLA,34,34,32.9,13.9,4.9,12,41.00%,3.2,6.8,47.80%,1.7,5.2,32.20%,2.4,2.7,89.20%,1.3,3.9,5.2,4,1.9,1.6,0.3,2.1
2023-24,Kamilla Cardoso,South Carolina,33,32,25.3,14.4,5.8,9.8,59.40%,5.8,9.8,59.30%,0,0,100.00%,2.6,4,65.90%,3.7,6,9.7,2,1.5,0.6,2.5,2
2023-24,Kaitlyn Chen,Princeton,30,30,34.9,15.8,6.3,13,48.80%,5.6,10.7,52.20%,0.7,2.2,32.80%,2.4,3.1,76.60%,0.9,2.6,3.5,4.9,2.8,1.3,0.3,2.1
2023-24,Ashley Hawkins,Gardner-Webb,30,30,33.8,15.7,5.8,13.7,42.20%,4.7,10.8,43.70%,1,2.8,36.50%,3.2,4.1,77.90%,1,2.8,3.8,5.6,4.2,0.7,0.1,2.3
2023-24,Taylor Donaldson,Fordham,26,26,35.7,18.1,6.5,17.4,37.20%,3.5,9.3,37.90%,2.9,8,36.40%,2.3,3.2,72.00%,1.3,4,5.3,1.7,2.2,2.3,0.2,2.5
2023-24,Olivia Pollerd,Santa Clara,32,30,30.6,14.7,5.7,12.7,45.20%,2.8,6.1,46.70%,2.9,6.6,43.80%,0.4,0.5,70.60%,0.8,3.8,4.7,1.7,1.5,0.7,1.3,2.2
2023-24,Iyana Moore,Vanderbilt,33,33,33,14.2,4.6,12.1,37.80%,2.8,6.9,41.20%,1.7,5.2,33.30%,3.3,4,82.70%,1,2.5,3.5,2.8,2.5,1.4,0.1,2.5
2023-24,Amiah Simmons,Alabama A&M,30,30,33.5,15.6,5.4,14,38.60%,3.8,9.3,40.90%,1.6,4.7,34.00%,3.2,3.9,82.20%,0.9,3.1,4,2.1,3.2,1.7,0.1,1.5
2023-24,Kyren Whittington,Tulane,27,23,30.3,17.4,6.3,12.5,50.00%,4.9,8.6,56.70%,1.4,4,35.50%,3.4,4.5,76.20%,1.4,2,3.4,2.4,2.7,2.5,0.2,2.4
2023-24,Grace Townsend,Richmond,35,35,32.1,13.4,4.7,9.8,47.80%,3.9,7.1,55.40%,0.7,2.7,27.70%,3.3,3.9,83.90%,0.9,4,4.9,5.2,2.5,1.5,0.1,1.7
2023-24,Jaz Shelley,Nebraska,35,34,33.2,13.4,4.1,10.5,38.50%,1.7,3.5,48.00%,2.4,7,33.70%,2.9,3.3,87.10%,0.9,3.4,4.3,5.7,2.8,1.6,0.3,2
2023-24,Lytoya Baker,Le Moyne,33,33,33.2,14.2,5.5,13.5,40.50%,5.3,13,40.50%,0.2,0.5,41.20%,3,4.2,70.70%,2.4,6.2,8.6,2.6,2.1,1.6,1,1.7
2023-24,Jane Asinde,UTEP,29,29,30.6,16.1,5.4,11.6,46.60%,5,10,49.50%,0.4,1.5,27.30%,5,7.1,70.20%,2.2,6.7,8.9,1.7,3.7,1.8,0.6,3.3
2023-24,Anaya Brown,UT Martin,31,31,34.4,15.1,5.5,11.6,47.50%,5.1,10.3,50.00%,0.4,1.4,28.60%,3.7,4.5,81.40%,2.8,6,8.8,1,2.7,1.6,1.7,2.8
2023-24,Halli Poock,Bradley,31,18,28.1,15.1,5.3,13,40.40%,2.9,7,41.70%,2.3,6,38.90%,2.2,2.9,76.70%,0.5,2,2.5,2.9,2.7,0.9,0.1,2
2023-24,Anna Miller,Drake,35,35,24.8,13.3,5.4,9.9,54.20%,4.9,8.2,60.30%,0.4,1.7,25.00%,2.2,3.2,67.30%,2.8,7.1,9.9,2.1,2.6,1.1,2.6,1.9
2023-24,Nylah Young,William & Mary,29,26,23,16.1,5.8,13.1,44.40%,5.8,12.7,45.30%,0.1,0.4,16.70%,4.4,4.9,88.80%,1.6,3.8,5.4,0.6,2,0.9,0.6,3
2023-24,Amellia Bromenschenkel,Purdue Fort Wayne,34,34,34.3,13.7,5,11,45.60%,3.6,7.3,49.60%,1.4,3.7,37.80%,2.3,2.7,83.70%,1.6,4.9,6.4,1.9,1.9,1.4,0.7,2.1
2023-24,Caroline Strande,Butler,31,31,32.7,15,5.4,12.3,44.20%,4,9,44.10%,1.5,3.3,44.60%,2.7,3.4,81.00%,1.5,5.6,7,2.7,2.5,1.3,0.1,1.5
2023-24,Kara Dunn,Georgia Tech,30,26,31.6,15.5,5.5,12.3,44.60%,4.2,8,52.70%,1.3,4.4,29.80%,3.2,4.1,78.20%,2,2.7,4.6,1.4,2.1,0.9,0.4,2.3
2023-24,Bailey Maupin,Texas Tech,33,33,31.6,14.1,4.3,10.9,39.80%,2.8,6,46.20%,1.6,4.9,32.10%,3.8,4.5,85.80%,0.8,2.9,3.8,3.1,3.6,1.3,0.2,2.2
2023-24,Maddie Warren,Utah Tech,29,29,34.8,16,5.7,13.5,41.80%,3.2,6.4,49.50%,2.5,7.1,35.00%,2.2,3.1,73.00%,0.7,4.1,4.8,2.6,3.1,1.3,0.3,2.8
2023-24,Grace VanSlooten,Oregon,31,31,35.2,15,5.7,14.3,39.60%,5.6,13.4,41.90%,0.1,0.9,6.90%,3.5,5.4,66.30%,2.1,5.1,7.1,2.6,2.6,1.1,0.7,1.4
2023-24,Esmeralda Morales,Portland St.,29,29,36.1,16,5.2,14.4,36.20%,2.6,6.1,42.10%,2.6,8.2,31.80%,2.9,3.2,91.40%,0.5,2,2.5,2.7,2.2,1.2,0,1.1
2023-24,Eleonora Villa,Washington St.,36,27,33.3,12.9,5,11.4,43.60%,3.5,7,49.40%,1.5,4.4,34.20%,1.4,1.9,73.90%,0.3,1.6,1.9,2.3,1.7,0.8,0.1,1.7
2023-24,Marquesha Davis,Ole Miss,33,33,27.2,14,5.5,12.2,44.70%,5.1,10.8,47.30%,0.3,1.4,23.90%,2.8,4.1,68.70%,1.5,3.2,4.7,1.2,1.7,1.5,0.7,1.8
2023-24,Mariona Planes Fortuny,Bryant,28,28,33.4,16.5,5.9,12.2,48.50%,5.4,10.3,51.90%,0.6,1.9,30.20%,4.1,5.3,76.50%,2.1,4.6,6.6,2.7,3,0.9,1.2,3
2023-24,Laila Blair,Houston,29,29,29.1,15.9,5.4,14.6,36.90%,3.7,8.9,41.30%,1.7,5.7,29.90%,3.5,4,87.80%,0.8,2.8,3.6,2.7,2.9,1.6,0.1,2.6
2023-24,Khari Clark,Stony Brook,33,33,26.1,14,5.7,10,57.00%,5.4,9.2,58.70%,0.3,0.8,36.00%,2.3,3.2,72.60%,2.3,4.7,7,0.8,2.4,1.2,1.1,2.9
2023-24,Carter McCray,Northern Ky.,29,29,31.7,15.9,6.2,11.2,55.60%,6.2,11.2,55.60%,0,0,--,3.5,5.7,62.20%,4.9,6.4,11.3,1.7,2.5,1.5,0.6,3
2023-24,Mia Moore,UAB,30,30,33,15.4,5.3,11.3,46.90%,4.6,9.4,48.80%,0.7,1.9,37.90%,4.1,5.1,79.20%,2.8,6.1,8.9,2.9,2.3,1.5,0,2.3
2023-24,Sophia Wiard,Toledo,33,33,36.8,14,4.5,10.4,43.00%,2.7,6.2,42.90%,1.8,4.2,43.20%,3.2,3.7,86.10%,0.5,3.9,4.5,4.5,2,1.4,0.2,1.5
2023-24,Katie Davidson,IUPUI,28,28,33.1,16.4,6,13.9,42.80%,4.9,10.7,46.20%,1,3.3,31.90%,3.4,4.1,82.60%,1.1,2.4,3.5,1.5,2.6,1.3,0.5,2.2
2023-24,Samara Spencer,Arkansas,33,33,34.7,13.9,4.4,13.1,33.60%,3.2,8.4,37.90%,1.2,4.7,26.00%,3.9,5.2,74.00%,0.6,4,4.6,3.5,2.9,1.3,0.2,1.8
2023-24,Azana Baines,Seton Hall,31,31,31.2,14.7,5.5,13.2,42.10%,4.7,10.7,44.00%,0.8,2.5,33.80%,2.8,3.6,78.40%,1.4,4.6,6,1.4,2.3,1.5,0.7,2.7
2023-24,Katie Shumate,Kent St.,30,30,33.9,15.2,5.1,12.4,40.80%,3.7,8.2,44.50%,1.4,4.2,33.30%,3.7,4.6,80.40%,2.6,5.3,7.9,2,2,1.3,0.9,1.6
2023-24,Evanne Turner,UC Davis,31,31,35.6,14.7,5.3,13.2,40.40%,2.8,6.4,43.40%,2.5,6.8,37.60%,1.5,1.7,87.00%,0.8,3.2,3.9,2.3,2.7,1,0,1.9
2023-24,Cotie McMahon,Ohio St.,31,31,29.5,14.7,5.3,11.5,46.30%,4.9,9.6,50.80%,0.5,1.9,23.70%,3.6,5.8,62.20%,1.4,4.9,6.3,2.2,2.5,1.1,0.5,2.6
2023-24,Moira Joiner,Michigan St.,31,31,31.6,14.7,5.4,11.4,47.20%,2.8,5.5,50.30%,2.6,5.8,44.20%,1.4,1.6,86.00%,1.8,2.9,4.7,2.7,1.5,1.2,0.2,2
2023-24,Adryana Quezada,San Diego St.,33,33,28.2,13.8,5.4,10.5,51.90%,5.2,9.7,53.00%,0.3,0.7,37.50%,2.7,3.3,80.70%,2,4.2,6.3,1.7,1.8,0.8,0.5,1.5
2023-24,Breaunna Gillen,Utah Tech,27,27,35,16.8,6.2,14,44.60%,5.5,11.3,48.50%,0.7,2.7,27.80%,3.6,4.7,77.20%,1,6.1,7.1,5.5,2.8,1.3,0.1,0.9
2023-24,Alexis Whitfield,UC Santa Barbara,29,29,33.8,15.7,6.2,13.5,45.70%,5.1,10.8,47.40%,1.1,2.8,38.80%,2.2,3.1,71.40%,1.9,8.1,10,2.7,3.4,0.9,0.8,2.6
2023-24,Allyson Fertig,Wyoming,32,32,26.5,14.2,5.8,9.6,60.40%,5.8,9.5,61.40%,0,0.2,0.00%,2.6,3.4,74.50%,2.6,5.8,8.5,1,1.8,0.6,1.7,1.5
2023-24,Ajae Petty,Kentucky,32,32,31.1,14.2,5.6,11,50.70%,5.6,11,50.70%,0,0,--,3,6,49.50%,3.9,6.7,10.6,1,3,1.3,0.8,2.6
2023-24,Breanna Campbell,Marshall,30,28,26.4,15,4.9,10.3,47.60%,3.9,7.5,51.30%,1,2.8,37.30%,4.2,5.4,77.30%,1.7,2.3,4,3.4,3,1.9,0.1,2
2023-24,Natalie Pasco,Boise St.,33,32,30.6,13.6,4.9,12.2,39.90%,2.4,6,39.90%,2.5,6.2,39.80%,1.4,1.7,83.60%,0.4,1.8,2.3,1,1.8,0.7,0.1,1.4
2023-24,Teya Sidberry,Boston College,33,33,27.8,13.6,5.3,11.7,45.50%,4.6,9.1,50.80%,0.7,2.6,26.70%,2.3,3,78.60%,2.7,4,6.7,1.2,1.9,1.8,0.7,2
2023-24,Janelle Brown,Fairfield,32,32,25.3,14.1,5.3,9.2,57.30%,4,6.3,62.90%,1.3,2.8,45.10%,2.3,2.8,82.00%,1.6,2.8,4.4,3.6,3.4,2.4,0.1,3.2
2023-24,O'Mariah Gordon,Florida St.,34,34,31,13.2,4.8,11.3,42.30%,3.1,7,44.80%,1.6,4.3,38.40%,2,2.5,79.10%,0.9,2.4,3.2,3.4,1.6,1,0.3,2.1
2023-24,Amy Velasco,Bowling Green,31,31,35.5,14.5,4.9,11.4,42.90%,3.5,7.7,45.40%,1.4,3.7,37.70%,3.4,3.9,87.50%,0.5,2.5,3,4.7,2.5,1.2,0.2,2.4
2023-24,Ja'Niah Henson,Texas St.,30,30,31.6,15,4.5,12.1,37.50%,2.1,5.7,36.30%,2.5,6.4,38.50%,3.4,3.7,92.80%,0.3,2.1,2.4,1.6,2,1.2,0.1,0.9
2023-24,Debora Dos Santos,San Francisco,29,26,27.8,15.5,6.2,12,52.20%,5.9,11.1,53.30%,0.3,0.8,37.50%,2.7,4.1,66.10%,3.9,6.6,10.5,1.6,2,1.5,1.1,2
2023-24,Kiki Rice,UCLA,34,34,31.2,13.2,4.6,10.3,44.90%,3.8,7.6,49.80%,0.9,2.7,31.20%,3.1,3.6,87.60%,0.7,5.1,5.7,4.5,2.5,1.4,0.5,2.2
2023-24,Sonia Citron,Notre Dame,26,26,35.8,17.3,6.2,13.4,46.00%,4.4,8.5,51.80%,1.8,4.9,35.90%,3.2,3.5,91.20%,1.2,4.3,5.5,2.7,2.4,1.8,0.6,2.3
2023-24,Jordan Harrison,West Virginia,33,33,32,13.5,4.4,9.5,46.30%,3.2,5.7,56.10%,1.2,3.8,31.70%,3.5,4.3,81.00%,1.2,2.8,4.1,5.2,2.8,2.9,0,2.5
2023-24,Jamie Loera,Eastern Wash.,33,33,34.9,13.5,5,11.9,42.10%,3.2,7.5,43.30%,1.8,4.4,40.00%,1.8,2.2,80.80%,0.7,4.8,5.5,5.6,2.8,2.5,0.6,1.7
2023-24,Mackenzie Hare,Marquette,32,31,31.2,14,4.7,10.3,45.50%,1.8,3.6,50.90%,2.8,6.7,42.50%,1.8,2.3,75.70%,0.1,2,2.1,2.4,1.9,1.2,0.2,2.1
2023-24,Megan McConnell,Duquesne,34,34,38.5,13.1,4.4,9.7,45.60%,2.8,5.6,49.70%,1.6,4.1,40.00%,2.7,4.1,65.50%,1.5,7.1,8.6,4.6,2.1,1.9,0.2,1.6
2023-24,MiLaysia Fulwiley,South Carolina,38,3,18.4,11.7,4.2,9.6,43.80%,3,6,49.60%,1.2,3.6,34.30%,2.1,2.7,78.20%,0.7,2.3,2.9,2.2,1.7,1.7,0.7,2.2
2023-24,Vittoria Blasigh,South Fla.,33,27,29.7,13.5,4.6,12.5,36.80%,2.3,5.6,40.50%,2.3,6.9,33.80%,1.9,2.2,87.70%,0.6,2,2.5,2,2.2,0.6,0.2,2.3
2023-24,Harmoni Turner,Harvard,23,23,33.5,19.3,7.1,17.3,41.10%,5.9,12.7,46.40%,1.2,4.6,26.40%,3.9,5,77.40%,1.6,4.7,6.2,4.3,2.8,2.2,0.1,2
2023-24,Maaliya Owens,Tennessee Tech,29,29,34.1,15.3,5,12.6,39.80%,2,4.8,41.70%,3,7.8,38.70%,2.3,2.6,90.70%,0.4,3.1,3.6,2.4,1.8,1.2,0.4,2.3
2023-24,Deja Lee,UC Irvine,32,31,30.5,13.9,5,11.6,43.40%,3.3,6.5,50.50%,1.8,5.1,34.40%,2.1,2.6,79.80%,1.2,2.3,3.5,2.1,2,2.6,0.2,3
2023-24,Nya Robertson,George Washington,27,23,31.3,16.4,5.4,14.7,36.80%,2.9,7.3,39.80%,2.5,7.4,33.80%,3.1,4.1,76.40%,0.5,2.3,2.8,1.3,3.4,0.5,0.2,2
2023-24,Kyla Jones,Brown,26,26,34.6,17.1,6.6,14.5,45.70%,6,12.2,49.10%,0.7,2.3,28.30%,3.2,4.5,70.30%,1.4,3.3,4.7,2.8,4.2,1.6,0.4,2
2023-24,Jenna Annecchiarico,Col. of Charleston,29,29,38.3,15.3,4.9,12.6,38.90%,3.2,8.4,38.30%,1.7,4.2,40.20%,3.8,4.2,90.20%,0.8,3.8,4.6,5.6,3.1,2.7,0.2,2.1
2023-24,Cheyenne Stubbs,Utah St.,28,28,33,15.8,5,13.4,37.70%,3.1,7.6,40.80%,1.9,5.8,33.50%,3.8,5,76.40%,0.5,3.3,3.8,1.7,3,1.8,0.1,1.4
2023-24,Daylani Ballena,Southern Utah,29,29,34.3,15.3,5.7,14.7,38.40%,4.4,10.5,41.80%,1.3,4.2,30.10%,2.7,4.2,64.50%,0.6,2.7,3.3,3.6,3.5,0.9,0.1,2.2
2023-24,Madison St. Rose,Princeton,30,30,31.4,14.8,5.6,13.3,42.30%,4,8.5,46.90%,1.6,4.8,34.00%,1.9,2.3,81.20%,0.7,1.9,2.6,1.3,1.8,1.7,0.3,1.9
2023-24,Laura Ziegler,Saint Joseph's,31,31,33,14.3,5.8,13.5,43.10%,4.3,9,47.70%,1.5,4.5,34.00%,1,1.3,78.00%,1.6,7.8,9.4,2.7,2.1,0.6,0.9,1.4
2023-24,Taliah Scott,Arkansas,20,19,36.4,22.1,7.6,18.6,40.70%,5,9.8,50.80%,2.6,8.8,29.50%,4.4,5.3,83.80%,0.4,2.9,3.3,1.5,3.4,0.6,0.1,2
2023-24,Zaay Green,Ark.-Pine Bluff,27,27,34.5,16.4,6.4,15.5,41.40%,5.5,12.2,45.20%,0.9,3.3,27.30%,2.7,4,66.10%,1.1,6.2,7.3,5,3,2,0.6,2.3
2023-24,Hayley Frank,Missouri,27,27,32.7,16.4,5.7,12.9,44.40%,3.5,6.9,50.50%,2.2,6,37.30%,2.7,3,92.50%,1.1,5.3,6.4,2,2.1,0.6,0.5,3.3
2023-24,Akasha Davis,Lamar University,29,27,30.6,15.2,5.5,9.4,58.50%,5.5,9.4,58.50%,0,0,--,4.3,5.7,75.60%,5,6.1,11.1,0.8,1.4,1.2,0.6,2.4
2023-24,Molly Kaiser,New Mexico St.,30,30,34.7,14.7,5.2,13.6,38.30%,4.4,11.2,39.30%,0.8,2.4,33.80%,3.5,4.1,86.10%,0.6,1.6,2.2,1.8,2.3,1,0.1,2.6
2023-24,Dayshanette Harris,Clemson,31,31,26.7,14.2,4.7,10.8,43.60%,3.9,8.4,46.70%,0.8,2.5,32.90%,4,5.5,71.50%,0.9,2.8,3.7,5,3.4,1.7,0.1,2.3
2023-24,Alejandra Zuniga,NJIT,30,29,29.8,14.7,5.2,13.3,39.30%,3.6,9,40.00%,1.6,4.3,38.00%,2.6,3.8,67.50%,0.4,2.4,2.8,2,4.3,1,0,2.1
2023-24,Ally Becki,Ball St.,33,33,31.6,13.3,4.8,11.3,42.40%,2.6,5.2,50.90%,2.2,6.1,35.10%,1.6,2.1,76.50%,0.7,4,4.7,4.7,3.3,1.8,0.3,2.3
2023-24,Mayé Touré,Rhode Island,35,35,28.4,12.5,5.3,12.3,42.60%,5.1,11.4,44.30%,0.2,0.9,21.90%,1.8,2.9,61.20%,2.4,5.3,7.7,0.6,2.7,0.9,0.8,2.7
2023-24,Mia Jacobs,Fresno St.,31,31,28.2,14.1,4.6,11.7,39.80%,2.7,6.5,42.00%,1.9,5.2,37.00%,2.9,3.8,76.90%,2.3,4.6,6.9,1.2,2.2,1.1,0.6,3
2023-24,Olivia Olsen,Providence,32,31,28.4,13.7,5.3,10,52.60%,5.2,9.7,53.40%,0.1,0.3,30.00%,3,4.6,65.30%,2.7,5.8,8.5,1.1,2.1,1.1,1.6,2.2
2023-24,Alex Giannaros,Boston U.,31,30,33.9,14.1,5,11.2,44.70%,2.8,5.9,47.00%,2.2,5.3,42.10%,1.9,2.6,71.60%,0.5,2.4,2.9,2.9,2.7,1.6,0.1,2.6
2023-24,Makiyah Williams,UIC,34,3,21.6,12.9,4.7,10.4,45.40%,3.9,8.4,46.30%,0.9,2.1,41.40%,2.5,3.5,72.90%,0.6,2.4,2.9,0.9,2.2,0.7,0.4,1.4
2023-24,Diamond Johnson,Norfolk St.,22,22,33.3,19.8,7.4,17.5,42.20%,4.6,10.3,44.90%,2.8,7.2,38.40%,2.2,2.6,84.50%,1.4,4.1,5.5,2.8,1.9,3.9,0,1.2
2023-24,Jaylyn Sherrod,Colorado,34,34,27.3,12.8,4.4,9.9,44.50%,3.9,7.9,50.00%,0.5,2,23.20%,3.5,4.6,76.40%,0.5,2.6,3.1,5.1,2.4,2.1,0.1,2.6
2023-24,Aicha Coulibaly,Texas A&M,32,32,29.7,13.6,5.4,10.3,52.40%,5.1,8.9,56.60%,0.3,1.4,25.00%,2.5,3.3,75.20%,2,3.7,5.7,2.2,1.9,2.3,0.4,2
2023-24,Saniya Rivers,NC State,35,35,35.2,12.5,4.3,11.2,38.20%,3.6,8.5,42.10%,0.7,2.7,26.00%,3.2,4.3,73.50%,0.5,5.5,6.1,3.7,2.6,2.1,0.9,1.5
2023-24,Jojo Jones,Denver,29,29,32.8,15,5,12.7,39.20%,3.6,7.9,45.70%,1.3,4.7,28.50%,3.8,5,75.20%,1.1,5.7,6.8,2.9,3.9,1,0.2,3.1
